,year,selling_price,km_driven,mileage,engine,max_power,fuel_Petrol,seller_type_Individual,transmission_Manual,owner_Second Owner,owner_Third and above owners,seat_category_more than 5
4644,2015,300000,50000,22.74,796.0,47.3,True,True,True,False,False,False
4645,2007,75000,60000,16.1,796.0,37.0,True,True,True,True,False,False
4646,2011,350000,80000,19.4,1405.0,70.0,False,True,True,False,False,False
4648,2010,170000,150000,21.12,1248.0,88.8,False,True,True,False,True,False
4649,2018,600000,40000,19.0,1197.0,85.8,True,True,True,False,False,False
4650,2010,800000,25000,16.8,1497.0,118.0,True,True,False,False,False,False
4651,2018,850000,120000,17.0,2650.0,80.84,False,True,True,True,False,True
4652,2014,980000,120000,15.1,2179.0,140.0,False,True,True,True,False,True
4653,2011,850000,298000,13.1,2499.0,141.0,False,True,True,True,False,True
4654,2012,340000,270000,14.07,2956.0,68.4,False,True,True,False,True,True
4655,2018,900000,50000,24.3,1248.0,88.5,False,True,False,True,False,False
4656,2010,310000,120000,19.3,1248.0,73.9,False,True,True,True,False,False
4657,2013,600000,60000,20.77,1248.0,88.8,False,True,True,False,True,True
4658,2008,270000,149000,19.3,1248.0,73.9,False,True,True,True,False,False
4659,2019,509999,5000,20.3,1086.0,68.0,True,True,True,False,False,False
4660,2013,225000,70000,19.4,1405.0,70.0,False,True,True,True,False,False
4661,2015,280000,55000,20.36,1197.0,78.9,True,True,True,False,False,False
4662,2016,490000,100000,27.28,1047.0,69.0,False,True,True,False,False,False
4663,2013,440000,120000,15.96,2523.0,62.1,False,True,True,False,False,True
4664,2014,500000,291977,14.0,2179.0,138.1,False,True,True,False,False,True
4665,2005,476999,85000,11.1,2354.0,158.8,True,True,True,False,True,False
4666,2015,590000,70000,17.19,1197.0,81.86,True,True,True,False,True,False
4667,2010,500000,120000,13.1,2499.0,141.0,False,True,True,False,False,True
4668,2015,600000,40000,22.77,1498.0,98.59,False,True,True,False,False,False
4669,2016,750000,70000,15.4,1997.0,120.0,False,True,True,False,False,True
4672,2019,695000,36800,20.14,1498.0,88.0,False,False,True,False,False,False
4673,2018,690000,52200,26.59,1248.0,74.0,False,False,True,False,False,False
4674,2016,409999,78000,24.0,1186.0,73.97,False,False,True,False,False,False
4677,2017,525000,29000,24.0,1186.0,73.97,False,False,True,True,False,False
4679,2013,540000,60000,15.1,2179.0,140.0,False,True,True,True,False,True
4681,2016,1000000,112000,15.4,1997.0,120.0,False,False,True,True,False,True
4683,2017,725000,40000,18.49,1493.0,100.0,False,False,True,False,False,True
4684,2018,975000,36000,28.09,1248.0,88.5,False,False,True,False,False,False
4685,2016,355000,60000,21.79,998.0,67.05,True,False,True,False,False,False
4686,2008,400000,120000,11.1,2354.0,158.8,True,True,True,False,False,False
4687,2015,265000,48000,24.7,796.0,47.3,True,False,True,False,False,False
4688,2018,650000,40000,20.14,1498.0,88.0,False,False,True,False,False,False
4689,2017,720000,60000,28.09,1248.0,88.5,False,True,True,False,False,False
4690,2016,850000,25000,17.01,1591.0,121.3,True,True,True,False,False,False
4691,2015,290000,42000,23.95,998.0,67.05,True,True,True,False,False,False
4692,2010,1200000,35000,10.93,2497.0,204.0,True,True,False,True,False,False
4693,2016,600000,90000,18.49,1493.0,100.0,False,True,False,True,False,True
4694,2011,300000,90000,21.1,1248.0,73.9,False,True,True,True,False,False
4695,2012,225000,110000,23.08,1461.0,63.12,False,True,True,True,False,False
4696,2009,240000,70000,19.3,1248.0,73.9,False,True,True,True,False,False
4697,2014,700000,80000,22.32,1582.0,126.32,False,True,True,False,False,False
4698,2014,470000,70000,25.2,1248.0,74.0,False,True,True,True,False,False
4699,2016,800000,80000,21.19,1396.0,88.73,False,True,True,False,False,False
4700,2012,450000,90000,19.01,1461.0,108.45,False,True,True,False,False,False
4701,2007,90000,90000,17.2,1396.0,53.5,False,True,True,False,True,False
4702,2010,450000,120000,21.43,1364.0,87.2,False,True,True,True,False,False
4705,2016,925000,79000,19.67,1582.0,126.2,False,False,True,False,False,False
4708,2004,80000,248200,16.1,1405.0,70.0,False,True,True,True,False,False
4709,2007,300000,110000,10.5,2179.0,120.0,False,True,True,True,False,True
4710,2009,360000,100000,19.3,1248.0,73.9,False,True,True,False,False,False
4711,2010,320000,70000,16.2,1493.0,110.0,False,True,True,True,False,False
4713,2016,780000,50000,24.52,1248.0,88.5,False,True,True,True,False,True
4714,2013,620000,139000,20.77,1248.0,88.76,False,True,True,False,False,True
4715,2006,100000,120000,13.1,1781.0,149.5,True,True,True,False,True,False
4716,2014,210000,35000,16.7,1172.0,64.1,True,True,True,True,False,False
4718,2019,786000,7720,20.0,999.0,71.0,True,True,True,False,False,True
4719,2014,1000000,50000,15.1,2179.0,140.0,False,True,True,False,False,True
4720,2002,120000,60000,20.8,1527.0,58.0,False,True,True,True,False,False
4721,2016,750000,100000,20.8,1461.0,64.1,False,True,True,False,False,False
4722,2016,550000,57882,18.6,1197.0,81.83,True,True,True,False,False,False
4723,2018,875000,142000,14.1,2179.0,147.94,False,True,True,False,False,False
4724,2018,890000,140000,14.1,2179.0,147.94,False,True,True,False,True,False
4726,2015,550000,30000,15.96,2523.0,62.1,False,True,True,False,False,True
4727,2018,400000,10000,19.83,1198.0,67.0,True,True,True,False,False,False
4728,2015,290000,30000,23.1,998.0,67.04,True,True,True,True,False,False
4729,2012,150000,90000,19.09,1396.0,69.0,False,True,True,False,False,False
4730,2015,300000,35000,15.37,1196.0,73.0,True,True,True,True,False,True
4740,2019,500000,5000,20.3,1086.0,68.0,True,True,True,False,False,False
4743,2013,250000,50000,21.02,1248.0,88.8,False,True,True,False,False,False
4749,2013,220000,80000,23.03,1396.0,69.0,False,True,True,False,False,False
4752,2009,650000,242000,12.8,2494.0,102.0,False,True,True,False,True,True
4754,2017,875000,30000,28.4,1248.0,74.02,False,False,False,False,False,False
4755,2019,785000,9000,18.6,1197.0,81.83,True,False,True,False,False,False
4756,2017,819999,30000,17.5,1199.0,88.7,True,False,True,False,False,False
4759,2017,885000,39000,25.5,1498.0,98.6,False,False,True,False,False,False
4760,2015,680000,64000,16.05,1499.0,110.4,True,False,False,False,False,False
4761,2017,960000,42000,23.0,1498.0,98.96,False,False,True,False,False,False
4762,2012,385000,45000,18.5,1198.0,86.8,True,False,True,False,False,False
4764,2018,890000,55000,18.49,1493.0,100.0,False,False,True,False,False,True
4765,2015,1275000,64000,11.4,2953.0,153.86,False,False,False,False,False,True
4767,2019,1025000,15000,20.28,1462.0,103.25,True,False,False,False,False,False
4768,2016,675000,69000,17.2,1197.0,103.6,True,False,False,False,False,False
4769,2017,700000,80000,22.0,1197.0,81.8,True,False,True,False,False,False
4770,2016,780000,60000,22.77,1498.0,98.59,False,False,True,False,False,False
4771,2017,1050000,70000,22.32,1582.0,126.32,False,False,True,False,False,False
4773,2016,400000,100000,22.95,1248.0,74.0,False,True,True,False,False,False
4774,2011,400000,100000,15.96,2523.0,62.1,False,True,True,False,False,True
4775,2009,85000,90000,19.7,796.0,46.3,True,True,True,True,False,False
4777,2018,819999,11500,18.49,1493.0,100.0,False,True,True,False,False,True
4778,2015,620000,40000,18.49,1493.0,100.0,False,True,False,False,False,True
4779,2018,260000,50000,23.01,999.0,67.0,True,True,True,False,False,False
4781,2015,484999,55380,18.9,1197.0,82.0,True,False,True,False,False,False
4790,2017,650000,18816,17.0,1198.0,73.75,True,False,True,False,False,False
4792,2017,925000,18000,15.6,1497.0,116.3,True,False,False,False,False,False
4797,2017,810000,47747,28.09,1248.0,88.5,False,False,True,False,False,False
4800,2013,910000,70000,12.99,2494.0,100.0,False,True,True,True,False,True
4801,2016,300000,60000,17.88,1405.0,48.21,False,True,True,True,False,False
4802,2004,120000,80000,17.3,993.0,60.0,True,True,True,True,False,False
4803,2015,490000,45900,18.6,1197.0,81.83,True,True,True,True,False,False
4804,2013,425000,70000,25.8,1498.0,98.6,False,True,True,False,False,False
4805,2011,155000,40000,19.7,796.0,46.3,True,True,True,False,False,False
4806,2013,490000,90000,12.05,2179.0,120.0,False,True,True,True,False,True
4807,2010,132000,105000,19.7,796.0,46.3,True,True,True,False,False,False
4808,2018,750000,30000,22.54,1396.0,88.76,False,True,True,False,False,False
4809,2011,225000,20000,18.9,998.0,67.1,True,True,True,False,False,False
4810,2011,240000,80000,20.36,1197.0,78.9,True,True,True,False,False,False
4811,2004,33351,90000,18.9,998.0,67.1,True,True,True,False,True,False
4812,2010,80000,80000,18.0,995.0,62.0,True,True,True,True,False,False
4813,2004,40000,120000,16.1,796.0,37.0,True,True,True,False,False,False
4814,2019,1100000,50000,21.9,1498.0,98.6,False,True,True,True,False,True
4834,2016,380000,80000,24.4,1120.0,71.0,False,True,True,True,False,False
4835,2011,300000,120000,11.57,2179.0,138.1,False,True,True,True,False,True
4836,2014,240000,50000,22.74,796.0,47.3,True,True,True,False,False,False
4837,2011,325000,70000,22.9,1248.0,74.0,False,True,True,False,False,False
4838,2016,400000,130000,25.32,1198.0,77.0,False,True,True,False,False,True
4839,2017,800000,50000,21.04,1461.0,83.8,False,True,True,False,False,True
4840,2018,950000,80000,23.0,1498.0,98.96,False,True,True,False,False,False
4841,2013,300000,120000,22.9,1248.0,74.0,False,True,True,False,True,False
4843,2017,530000,59000,18.15,1198.0,82.0,True,True,True,False,False,False
4844,2013,350000,100000,18.2,1248.0,73.8,False,True,True,False,True,True
4845,2008,168000,50000,11.0,2359.0,165.0,True,True,False,False,False,False
4846,2016,240000,45000,25.17,799.0,53.3,True,True,True,True,False,False
4847,2010,220000,80000,19.3,1248.0,73.9,False,True,True,False,True,False
4848,2008,110000,80000,18.9,1061.0,67.0,True,True,True,False,True,False
4849,2016,850000,100000,24.3,1248.0,88.5,False,True,True,False,False,False
4852,2018,950000,25000,25.1,1248.0,88.5,False,True,True,False,False,False
4853,2013,200000,68697,21.1,814.0,55.2,True,True,True,False,True,False
4854,2017,660000,30000,25.2,1248.0,74.0,False,True,True,False,False,False
4855,2013,420000,40000,25.8,1498.0,98.6,False,True,True,True,False,False
4856,2010,150000,29000,16.5,1172.0,65.0,True,True,True,False,False,False
4857,2013,175000,68000,25.44,936.0,57.6,False,True,True,True,False,False
4858,2018,750000,15000,18.1,1199.0,88.7,True,True,False,False,False,False
4859,2014,425000,70000,23.2,1248.0,73.94,False,True,True,False,False,False
4860,2015,790000,126000,21.43,1364.0,87.2,False,True,True,False,True,False
4861,2011,830000,300000,12.8,2494.0,102.0,False,True,True,False,True,True
4862,2015,650000,94000,24.5,1498.0,98.6,False,True,True,True,False,True
4863,2015,780000,129000,21.43,1364.0,87.2,False,True,True,False,True,False
4864,2010,180000,55000,19.81,1086.0,68.05,True,True,True,True,False,False
4865,2019,869999,40000,23.0,1498.0,98.96,False,True,True,False,False,False
4866,2011,275000,50000,21.12,1248.0,88.8,False,True,True,False,False,False
4867,2017,630000,25000,18.6,1197.0,81.83,True,True,True,True,False,False
4868,2008,150000,60000,13.4,1794.0,125.0,True,True,True,True,False,False
4869,2016,315000,25000,22.74,796.0,47.3,True,True,True,False,False,False
4870,2011,189000,70000,23.57,1396.0,70.0,False,True,True,True,False,False
4871,2014,580000,120000,23.4,1248.0,74.0,False,True,True,False,False,False
4873,2018,825000,35000,24.3,1248.0,88.5,False,True,True,False,False,False
4874,2016,650000,60000,14.1,2179.0,148.0,False,True,True,True,False,True
4875,2004,50000,62000,13.0,1343.0,90.0,True,True,True,True,False,False
4876,2011,200000,120000,16.25,1198.0,73.9,True,True,True,True,False,False
4877,2013,135000,120000,15.42,1405.0,70.0,False,True,True,False,True,True
4878,2017,680000,80000,22.54,1396.0,88.73,False,True,True,False,False,False
4879,2017,670000,80000,22.54,1396.0,88.73,False,True,True,False,False,False
4880,2010,1000000,60000,16.73,1995.0,218.0,False,True,False,False,False,False
4881,2010,240000,80000,20.92,998.0,67.1,True,True,True,True,False,False
4882,2014,555000,147279,17.0,2200.0,139.01,False,True,True,True,False,True
4883,2013,455000,98000,20.5,1598.0,103.5,False,True,True,False,False,False
4884,2018,750000,25000,28.4,1248.0,74.02,False,True,True,False,False,False
4885,2016,700000,90000,26.59,1248.0,74.0,False,True,False,False,False,False
4886,2016,220000,22000,21.9,624.0,37.48,True,True,False,False,False,False
4887,2014,160000,120000,25.0,1396.0,69.0,False,True,True,False,False,False
4888,2013,225000,100000,22.1,1248.0,76.9,False,True,True,True,False,False
4889,2008,140000,120000,19.09,1396.0,69.0,False,True,True,True,False,False
4890,2014,600000,70000,23.4,1248.0,74.0,False,True,True,True,False,False
4891,2015,1000000,24700,16.0,2179.0,140.0,False,True,True,False,False,True
4892,2008,65000,100000,18.0,995.0,62.0,True,True,True,False,True,False
4893,2019,500000,10000,20.89,1197.0,81.8,True,True,True,False,False,False
4896,2017,1150000,43526,16.0,2179.0,140.0,False,False,True,False,False,True
4897,2012,320000,55885,16.25,1198.0,75.0,True,False,True,False,False,False
4898,2019,950000,16034,21.7,1498.0,98.96,False,False,True,False,False,False
4899,2012,250000,156040,20.0,1399.0,68.0,False,False,True,False,False,False
4900,2004,400000,93415,13.1,2499.0,141.0,False,False,True,False,False,True
4901,2008,1100000,122000,18.48,1995.0,177.0,False,True,False,True,False,False
4902,2017,600000,20000,27.39,1248.0,74.0,False,True,True,False,False,False
4903,2017,509999,46000,22.0,1197.0,81.8,True,True,True,False,False,False
4904,2016,395000,50000,15.41,1598.0,103.2,True,True,True,False,True,False
4905,2018,469000,5000,21.79,998.0,67.05,True,True,True,False,False,False
4906,2017,250000,42000,24.7,796.0,47.3,True,True,True,False,False,False
4907,2011,130000,68519,16.2,995.0,62.1,True,False,True,False,False,False
4908,2019,906000,30000,23.0,1498.0,98.96,False,True,True,False,False,False
4909,2011,160000,85000,20.0,1399.0,68.0,False,True,True,False,False,False
4910,2012,300000,88000,17.5,1298.0,85.8,True,True,True,False,False,False
4911,2010,60000,100000,14.0,796.0,37.5,True,True,True,False,True,False
4912,2014,400000,100000,19.1,1197.0,85.8,True,True,True,True,False,False
4913,2018,450000,22966,23.84,1199.0,84.48,True,False,True,False,False,False
4914,2014,465000,80000,15.96,2523.0,62.1,False,True,True,True,False,True
4915,2012,325000,80000,22.9,1248.0,74.0,False,True,True,True,False,False
4916,2008,150000,70000,19.7,796.0,46.3,True,True,True,True,False,False
4917,2014,250000,2350,21.1,814.0,55.2,True,True,True,False,False,False
4918,2011,175000,50000,19.7,796.0,46.3,True,True,True,False,False,False
4919,2010,175000,58000,19.7,796.0,46.3,True,True,True,False,False,False
4920,2006,150000,80000,16.9,1497.0,100.0,True,True,True,True,False,False
4921,2018,797000,60000,16.5,1493.0,70.0,False,True,True,False,False,True
4922,2019,800000,35000,18.6,1197.0,81.86,True,True,True,False,False,False
4923,2019,750000,59872,15.96,2523.0,62.1,False,True,True,False,False,True
4924,2011,400000,140000,13.5,2179.0,115.0,False,True,True,True,False,False
4925,2012,160000,110000,19.7,796.0,46.3,True,True,True,False,False,False
4926,2016,700000,91182,15.96,2523.0,62.1,False,True,True,False,False,True
4927,2010,160000,60000,19.7,796.0,46.3,True,True,True,False,True,False
4928,2012,400000,100000,21.27,1396.0,88.76,False,True,True,False,False,False
4929,2013,451000,120000,23.59,1364.0,67.06,False,True,True,False,False,False
4930,2002,40000,80000,16.1,796.0,37.0,True,True,True,False,False,False
4931,2012,300000,70000,21.12,1248.0,88.8,False,True,True,False,True,False
4932,2017,421000,59500,23.1,998.0,67.04,True,True,True,True,False,False
4934,2016,950000,45000,24.3,1248.0,88.5,False,True,True,False,False,False
4935,2011,395000,75500,23.0,1396.0,90.0,False,True,True,True,False,False
4936,2016,950000,46000,24.3,1248.0,88.5,False,True,True,True,False,False
4937,2013,270000,60000,22.74,796.0,47.3,True,True,True,False,False,False
4938,2009,360000,60000,15.0,1396.0,100.0,True,True,False,True,False,False
4939,2008,235000,152500,17.8,1248.0,75.0,False,True,True,False,False,False
4946,2012,376000,26000,19.4,1198.0,86.8,True,True,True,False,False,False
4947,2017,875000,77524,22.7,1498.0,89.84,False,False,True,False,False,False
4948,2014,459999,40523,18.5,1197.0,82.85,True,False,True,True,False,False
4949,2018,755000,39000,28.4,1248.0,74.0,False,False,True,False,False,False
4953,2010,1050000,220000,11.5,2982.0,171.0,False,True,True,True,False,True
4955,2015,1050000,120000,15.1,2179.0,140.0,False,True,True,True,False,True
4956,2018,800000,25000,21.4,1197.0,83.1,True,True,False,False,False,False
4957,2015,600000,31000,25.2,1248.0,74.0,False,True,True,True,False,False
4958,2017,530000,42000,21.4,1197.0,83.1,True,True,True,False,False,False
4959,2015,450000,80000,20.85,1197.0,83.14,True,True,True,False,False,False
4960,2011,235000,60000,20.92,998.0,67.1,True,True,True,False,False,False
4961,2013,550000,240000,23.4,1248.0,74.0,False,True,True,False,False,False
4962,2013,395000,35000,14.3,1598.0,103.5,True,True,False,True,False,False
4971,2008,150000,120000,12.2,1948.0,68.0,False,True,True,False,False,True
4973,2015,515000,120000,20.34,1498.0,103.2,False,True,True,True,False,False
4974,2008,122000,60000,12.8,1995.0,52.0,False,True,True,True,False,False
4975,2009,160000,35000,19.81,1086.0,68.05,True,True,True,False,True,False
